_id,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6634f36ef013e2ac1d8265a9,4448,The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.04,0.44
6634f36ef013e2ac1d8265aa,4449,Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005,Shooter,Namco Bandai Games,0,0,0.44,0,0.44
6634f36ef013e2ac1d8265ab,4450,Ms. Pac-Man Maze Madness,PS,2000,Puzzle,Namco Bandai Games,0.25,0.17,0,0.03,0.44
6634f36ef013e2ac1d8265ac,4451,Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0,0.03,0.44
6634f36ef013e2ac1d8265ad,4452,Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft,0,0,0.44,0,0.44
6634f36ef013e2ac1d8265ae,4453,Bomberman II,NES,1991,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44
6634f36ef013e2ac1d8265af,4454,Duke Nukem 64,N64,1997,Shooter,GT Interactive,0.35,0.08,0,0.01,0.44
6634f36ef013e2ac1d8265b0,4455,Sin and Punishment: Star Successor,Wii,2009,Shooter,Nintendo,0.2,0.14,0.06,0.04,0.44
6634f36ef013e2ac1d8265b1,4456,Jump Start Pet Rescue,Wii,2009,Misc,Knowledge Adventure,0.41,0,0,0.03,0.44
6634f36ef013e2ac1d8265b2,4457,Naughty Bear,PS3,2010,Action,505 Games,0.18,0.18,0,0.07,0.44
6634f36ef013e2ac1d8265b3,4458,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005,Misc,THQ,0.34,0.09,0,0.01,0.44
6634f36ef013e2ac1d8265b4,4459,Super Robot Taisen OG: Original Generations,PS2,2007,Strategy,Banpresto,0,0,0.44,0,0.44
6634f36ef013e2ac1d8265b5,4460,Army Men World War: Final Front,PS,2001,Action,3DO,0.24,0.17,0,0.03,0.44
6634f36ef013e2ac1d8265b6,4461,Petz: Horsez 2,DS,2007,Simulation,Ubisoft,0.41,0,0,0.03,0.44
6634f36ef013e2ac1d8265b7,4462,Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0,0,0.03,0.44
6634f36ef013e2ac1d8265b8,4463,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.06,0.44
6634f36ef013e2ac1d8265b9,4464,MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0,0.02,0.44
6634f36ef013e2ac1d8265ba,4465,Jikkyou Powerful Pro Yakyuu 9,PS2,2002,Sports,Konami Digital Entertainment,0,0,0.44,0,0.44
6634f36ef013e2ac1d8265bb,4466,Grind Session,PS,2000,Sports,Sony Computer Entertainment,0.24,0.17,0,0.03,0.44
6634f36ef013e2ac1d8265bc,4467,Naruto: Gekito Ninja Taisen! 3,GC,2004,Fighting,Tomy Corporation,0,0,0.43,0.01,0.44
6634f36ef013e2ac1d8265bd,4468,Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.26,0.14,0,0.04,0.44
6634f36ef013e2ac1d8265be,4469,Wario World,GC,2003,Platform,Nintendo,0.34,0.09,0,0.01,0.44
6634f36ef013e2ac1d8265bf,4470,Scooby-Doo! Mystery Mayhem,GBA,2003,Action,THQ,0.31,0.12,0,0.01,0.44
6634f36ef013e2ac1d8265c0,4471,Super Breakout,2600,NaN,Puzzle,Atari,0.41,0.03,0,0,0.44
6634f36ef013e2ac1d8265c1,4472,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003,Misc,Namco Bandai Games,0,0,0.44,0,0.44
6634f36ef013e2ac1d8265c2,4473,Deer Drive,DS,2010,Sports,Mastiff,0.41,0,0,0.02,0.44
6634f36ef013e2ac1d8265c3,4474,Robert Ludlum's The Bourne Conspiracy,X360,NaN,Action,Vivendi Games,0.26,0.14,0,0.04,0.44
6634f36ef013e2ac1d8265c4,4475,Just Dance 4,PS3,2012,Misc,Ubisoft,0.26,0.12,0,0.06,0.44
6634f36ef013e2ac1d8265c5,4476,TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,0.34,0.09,0,0.01,0.44
6634f36ef013e2ac1d8265c6,4477,Battlebots: Design & Destroy,GBA,2003,Action,Majesco Entertainment,0.31,0.12,0,0.01,0.44
6634f36ef013e2ac1d8265c7,4478,Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.44
6634f36ef013e2ac1d8265c8,4479,Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,Nintendo,0.34,0.09,0,0.01,0.44
6634f36ef013e2ac1d8265c9,4480,Power Rangers: S.P.D.,GBA,2004,Action,THQ,0.31,0.12,0,0.01,0.44
6634f36ef013e2ac1d8265ca,4481,Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06,0.44
6634f36ef013e2ac1d8265cb,4482,SingStar Motown,PS2,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.38,0.44
6634f36ef013e2ac1d8265cc,4483,Neon Genesis Evangelion,SAT,1996,Adventure,Sega,0,0,0.44,0,0.44
6634f36ef013e2ac1d8265cd,4484,Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03,0.44
6634f36ef013e2ac1d8265ce,4485,Mobile Suit Gundam: One Year War,PS2,2005,Action,Namco Bandai Games,0,0,0.44,0,0.44
6634f36ef013e2ac1d8265cf,4486,Tongari Boushi to Mahou no Otana,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.44,0,0.44
6634f36ef013e2ac1d8265d0,4487,NFL Blitz 20-03,PS2,2002,Sports,Midway Games,0.21,0.17,0,0.06,0.44
6634f36ef013e2ac1d8265d1,4488,Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.41,0,0,0.03,0.44
6634f36ef013e2ac1d8265d2,4489,SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0,0.06,0.44
6634f36ef013e2ac1d8265d3,4490,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.19,0.09,0.08,0.07,0.44
6634f36ef013e2ac1d8265d4,4491,Master of Illusion,DS,2006,Puzzle,Nintendo,0.16,0,0.26,0.01,0.44
6634f36ef013e2ac1d8265d5,4492,Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35,0.07,0,0.02,0.44
6634f36ef013e2ac1d8265d6,4493,Remington Great American Bird Hunt,Wii,2009,Sports,Mastiff,0.41,0,0,0.03,0.44
6634f36ef013e2ac1d8265d7,4494,Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43
6634f36ef013e2ac1d8265d8,4495,Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.18,0,0.07,0.43
6634f36ef013e2ac1d8265d9,4496,Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43
6634f36ef013e2ac1d8265da,4497,Dora the Explorer: Dora Puppy,DS,2009,Misc,Take-Two Interactive,0.39,0.01,0,0.03,0.43
6634f36ef013e2ac1d8265db,4498,Primal,PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0,0.06,0.43
6634f36ef013e2ac1d8265dc,4499,Madden NFL 2002,N64,2001,Sports,Electronic Arts,0.41,0.02,0,0,0.43
6634f36ef013e2ac1d8265dd,4500,Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0,0.01,0.43
6634f36ef013e2ac1d8265de,4501,007: Quantum of Solace,PS2,2008,Action,Activision,0.17,0,0,0.26,0.43
6634f36ef013e2ac1d8265df,4502,Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.24,0.16,0,0.03,0.43
6634f36ef013e2ac1d8265e0,4503,SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0,0.02,0.43
6634f36ef013e2ac1d8265e1,4504,Flight Control Rocket,GBA,2005,Simulation,THQ,0.31,0.12,0,0.01,0.43
6634f36ef013e2ac1d8265e2,4505,FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0,0.06,0.43
6634f36ef013e2ac1d8265e3,4506,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0,0.06,0.43
6634f36ef013e2ac1d8265e4,4507,Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.21,0.01,0.08,0.43
6634f36ef013e2ac1d8265e5,4508,Wheel of Fortune,DS,2010,Misc,THQ,0.41,0,0,0.03,0.43
6634f36ef013e2ac1d8265e6,4509,NiGHTS into dreams...,SAT,1996,Platform,Sega,0,0,0.43,0,0.43
6634f36ef013e2ac1d8265e7,4510,NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.4,0.02,0,0.02,0.43
6634f36ef013e2ac1d8265e8,4511,Overwatch,PC,2016,Shooter,Activision,0.22,0.18,0,0.04,0.43
6634f36ef013e2ac1d8265e9,4512,Rock Band 4,XOne,2015,Misc,Harmonix Music Systems,0.35,0.04,0,0.04,0.43
6634f36ef013e2ac1d8265ea,4513,NBA Jam,Wii,2010,Sports,Electronic Arts,0.38,0.03,0,0.03,0.43
6634f36ef013e2ac1d8265eb,4514,Bionicle,PS2,2003,Action,Electronic Arts,0.21,0.17,0,0.06,0.43
6634f36ef013e2ac1d8265ec,4515,Minecraft,WiiU,2016,Misc,Microsoft Game Studios,0.18,0.09,0.14,0.03,0.43
6634f36ef013e2ac1d8265ed,4516,MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0,0.03,0.43
6634f36ef013e2ac1d8265ee,4517,Sleeping Dogs,PS4,2014,Action,Square Enix,0.16,0.2,0,0.07,0.43
6634f36ef013e2ac1d8265ef,4518,TimeSplitters,PS2,2000,Shooter,Eidos Interactive,0.21,0.17,0,0.06,0.43
6634f36ef013e2ac1d8265f0,4519,Barnstorming,2600,1981,Action,Activision,0.4,0.02,0,0,0.43
6634f36ef013e2ac1d8265f1,4520,InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,0.43
6634f36ef013e2ac1d8265f2,4521,Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,0.28,0.03,0.1,0.02,0.43
6634f36ef013e2ac1d8265f3,4522,The Powerpuff Girls: Him and Seek,GBA,2002,Platform,BAM! Entertainment,0.31,0.11,0,0.01,0.43
6634f36ef013e2ac1d8265f4,4523,Mega Man Zero 2,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43
6634f36ef013e2ac1d8265f5,4524,Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,0,0,0.43,0,0.43
6634f36ef013e2ac1d8265f6,4525,2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43
6634f36ef013e2ac1d8265f7,4526,Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.12,0.07,0.21,0.03,0.43
6634f36ef013e2ac1d8265f8,4527,Spec Ops: The Line,X360,2012,Shooter,Take-Two Interactive,0.21,0.19,0,0.04,0.43
6634f36ef013e2ac1d8265f9,4528,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004,Misc,NaN,0.31,0.11,0,0.01,0.43
6634f36ef013e2ac1d8265fa,4529,Ghostbusters: The Video Game,PS2,2009,Action,Atari,0.15,0.04,0,0.24,0.43
6634f36ef013e2ac1d8265fb,4530,Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,0.21,0.16,0,0.06,0.43
6634f36ef013e2ac1d8265fc,4531,How to Train Your Dragon,Wii,2010,Action,Activision,0.24,0.15,0,0.04,0.43
6634f36ef013e2ac1d8265fd,4532,Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,0.35,0.05,0,0.03,0.43
6634f36ef013e2ac1d8265fe,4533,WipEout 64,N64,1998,Racing,Midway Games,0.28,0.14,0,0.01,0.43
6634f36ef013e2ac1d8265ff,4534,Mischief Makers,N64,1997,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43
6634f36ef013e2ac1d826600,4535,Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.15,0.22,0,0.06,0.43
6634f36ef013e2ac1d826601,4536,Petz Bunnyz,DS,2008,Simulation,Ubisoft,0.39,0.01,0,0.03,0.43
6634f36ef013e2ac1d826602,4537,Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43
6634f36ef013e2ac1d826603,4538,NHL Slapshot,Wii,NaN,Sports,Unknown,0.4,0,0,0.02,0.43
6634f36ef013e2ac1d826604,4539,EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.36,0.01,0,0.06,0.43
6634f36ef013e2ac1d826605,4540,FIFA 14,Wii,2013,Sports,Electronic Arts,0,0.38,0,0.05,0.43
6634f36ef013e2ac1d826606,4541,EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,0.21,0.16,0,0.05,0.43
6634f36ef013e2ac1d826607,4542,Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43
6634f36ef013e2ac1d826608,4543,"999: Nine Hours, Nine Persons, Nine Doors",DS,2009,Adventure,ChunSoft,0.37,0,0.03,0.03,0.43
6634f36ef013e2ac1d826609,4544,Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43
6634f36ef013e2ac1d82660a,4545,Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.21,0.08,0.09,0.05,0.43
6634f36ef013e2ac1d82660b,4546,Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0,0.08,0.43
6634f36ef013e2ac1d82660c,4547,Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43
6634f36ef013e2ac1d82660d,4548,Monopoly,PS2,2008,Misc,Electronic Arts,0.21,0.16,0,0.05,0.43
6634f36ef013e2ac1d82660e,4549,Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43
6634f36ef013e2ac1d82660f,4550,Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.02,0.34,0,0.07,0.43
6634f36ef013e2ac1d826610,4551,Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0,0.04,0.43
6634f36ef013e2ac1d826611,4552,Madden NFL 2003,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.43
6634f36ef013e2ac1d826612,4553,NASCAR Kart Racing,Wii,2009,Racing,Electronic Arts,0.39,0,0,0.03,0.43
6634f36ef013e2ac1d826613,4554,Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0,0.03,0.43
6634f36ef013e2ac1d826614,4555,Backyard Baseball,GBA,2002,Sports,Atari,0.31,0.11,0,0.01,0.43
6634f36ef013e2ac1d826615,4556,Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision,0.21,0.18,0,0.03,0.43
6634f36ef013e2ac1d826616,4557,TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.27,0.1,0,0.05,0.43
6634f36ef013e2ac1d826617,4558,Midway Arcade Treasures,XB,2003,Misc,Midway Games,0.33,0.08,0,0.01,0.43
6634f36ef013e2ac1d826618,4559,Call of Duty: Modern Warfare: Mobilized,DS,2009,Shooter,Activision,0.37,0.02,0,0.03,0.43
6634f36ef013e2ac1d826619,4560,Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.39,0,0,0.03,0.43
6634f36ef013e2ac1d82661a,4561,The Smurfs,DS,2011,Action,Ubisoft,0.24,0.14,0,0.04,0.43
6634f36ef013e2ac1d82661b,4562,Bakugan: Battle Brawlers,PS2,2009,Action,Activision,0.21,0.16,0,0.05,0.43
6634f36ef013e2ac1d82661c,4563,NHL FaceOff 99,PS,1997,Sports,989 Studios,0.24,0.16,0,0.03,0.43
6634f36ef013e2ac1d82661d,4564,Skylanders: Trap Team,PS4,2014,Action,Activision,0.18,0.17,0,0.07,0.43
6634f36ef013e2ac1d82661e,4565,SEGA Classics Collection,PS2,2005,Misc,Sega,0.21,0.16,0,0.05,0.43
6634f36ef013e2ac1d82661f,4566,Pirates of the Caribbean: At World's End,PSP,2007,Action,Disney Interactive Studios,0.15,0.17,0,0.1,0.43
6634f36ef013e2ac1d826620,4567,Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0,0.12,0.43
6634f36ef013e2ac1d826621,4568,Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0,0,0.03,0.42
6634f36ef013e2ac1d826622,4569,Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0,0.42
6634f36ef013e2ac1d826623,4570,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0,0,0.42,0,0.42
6634f36ef013e2ac1d826624,4571,NBA Street,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.42
6634f36ef013e2ac1d826625,4572,Ben 10 Alien Force: Vilgax Attacks,DS,2009,Action,D3Publisher,0.22,0.16,0,0.04,0.42
6634f36ef013e2ac1d826626,4573,Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,D3Publisher,0.13,0.19,0,0.11,0.42
6634f36ef013e2ac1d826627,4574,Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,Square Enix,0.23,0.02,0.16,0.02,0.42
6634f36ef013e2ac1d826628,4575,The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,0.42
6634f36ef013e2ac1d826629,4576,Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42
6634f36ef013e2ac1d82662a,4577,LEGO Rock Band,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.24,0.13,0,0.06,0.42
6634f36ef013e2ac1d82662b,4578,25 to Life,PS2,2006,Shooter,Eidos Interactive,0.35,0.01,0,0.06,0.42
6634f36ef013e2ac1d82662c,4579,NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,0.42
6634f36ef013e2ac1d82662d,4580,Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0.09,0,0.01,0.42
6634f36ef013e2ac1d82662e,4581,The Sims,XB,2003,Simulation,Electronic Arts,0.31,0.1,0,0.01,0.42
6634f36ef013e2ac1d82662f,4582,Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0,0.04,0.42
6634f36ef013e2ac1d826630,4583,Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0,0.05,0.42
6634f36ef013e2ac1d826631,4584,The X Files,PS,1999,Adventure,Sony Computer Entertainment,0.24,0.16,0,0.03,0.42
6634f36ef013e2ac1d826632,4585,Super Wagyan Land,SNES,1991,Action,Namco Bandai Games,0,0,0.42,0,0.42
6634f36ef013e2ac1d826633,4586,Rascal,PS,1998,Action,Psygnosis,0.24,0.16,0,0.03,0.42
6634f36ef013e2ac1d826634,4587,Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.42
6634f36ef013e2ac1d826635,4588,Tony Hawk's American Wasteland,GC,2005,Sports,Activision,0.33,0.08,0,0.01,0.42
6634f36ef013e2ac1d826636,4589,Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.15,0.23,0,0.04,0.42
6634f36ef013e2ac1d826637,4590,Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,Nintendo,0,0,0.41,0.01,0.42
6634f36ef013e2ac1d826638,4591,Crash: Mind Over Mutant,DS,2008,Platform,Vivendi Games,0.39,0,0,0.03,0.42
6634f36ef013e2ac1d826639,4592,Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42
6634f36ef013e2ac1d82663a,4593,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007,Strategy,Konami Digital Entertainment,0.03,0.2,0.1,0.11,0.42
6634f36ef013e2ac1d82663b,4594,Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42
6634f36ef013e2ac1d82663c,4595,All-Star Baseball 2004,PS2,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,0.42
6634f36ef013e2ac1d82663d,4596,Big Strike Bowling,PS,2003,Sports,Gotham Games,0.23,0.16,0,0.03,0.42
6634f36ef013e2ac1d82663e,4597,Ragnarok Odyssey,PSV,2012,Role-Playing,GungHo,0.22,0.01,0.16,0.03,0.42
6634f36ef013e2ac1d82663f,4598,Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.2,0.19,0,0.04,0.42
6634f36ef013e2ac1d826640,4599,Horsez,DS,2006,Simulation,Ubisoft,0.38,0.01,0,0.03,0.42
6634f36ef013e2ac1d826641,4600,SpongeBob's Truth or Square (US sales),DS,2009,Action,THQ,0.42,0,0,0,0.42
6634f36ef013e2ac1d826642,4601,NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0,0.03,0.42
6634f36ef013e2ac1d826643,4602,Grandia,SAT,1997,Role-Playing,ESP,0,0,0.42,0,0.42
6634f36ef013e2ac1d826644,4603,ESPN NHL 2K5,XB,2004,Sports,Global Star,0.32,0.09,0,0.02,0.42
6634f36ef013e2ac1d826645,4604,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005,Misc,Konami Digital Entertainment,0.3,0.11,0,0.01,0.42
6634f36ef013e2ac1d826646,4605,Hot Wheels World Race,PS2,2003,Racing,THQ,0.21,0.16,0,0.05,0.42
6634f36ef013e2ac1d826647,4606,Avatar: The Last Airbender - The Burning Earth,PS2,2007,Action,THQ,0.21,0.16,0,0.05,0.42
6634f36ef013e2ac1d826648,4607,Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0.21,0.16,0,0.05,0.42
6634f36ef013e2ac1d826649,4608,NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.33,0.03,0.04,0.03,0.42
6634f36ef013e2ac1d82664a,4609,American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06,0.42
6634f36ef013e2ac1d82664b,4610,Vanquish,X360,2010,Shooter,Sega,0.19,0.17,0.03,0.04,0.42
6634f36ef013e2ac1d82664c,4611,Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,Ubisoft,0.3,0.11,0,0.01,0.42
6634f36ef013e2ac1d82664d,4612,Marvel Super Hero Squad,DS,2009,Fighting,THQ,0.37,0.02,0,0.03,0.42
6634f36ef013e2ac1d82664e,4613,Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.3,0.11,0,0.01,0.42
6634f36ef013e2ac1d82664f,4614,JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,TYO,0.23,0.16,0,0.03,0.42
6634f36ef013e2ac1d826650,4615,NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0,0,0.03,0.42
6634f36ef013e2ac1d826651,4616,Arc the Lad III,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.39,0.03,0.42
6634f36ef013e2ac1d826652,4617,Solitaire Overload,DS,2007,Misc,Telegames,0.39,0,0,0.03,0.42
6634f36ef013e2ac1d826653,4618,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Fighting,Namco Bandai Games,0,0,0.42,0,0.42
6634f36ef013e2ac1d826654,4619,Test Drive,XB,2002,Racing,Atari,0.35,0.05,0,0.02,0.42
6634f36ef013e2ac1d826655,4620,Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,Konami Digital Entertainment,0,0,0.42,0,0.42
6634f36ef013e2ac1d826656,4621,Ghost Trick: Phantom Detective,DS,2010,Adventure,Capcom,0.2,0.08,0.12,0.03,0.42
6634f36ef013e2ac1d826657,4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003,Action,THQ,0.21,0.16,0,0.05,0.42
6634f36ef013e2ac1d826658,4623,Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,0.35,0.06,0,0,0.42
6634f36ef013e2ac1d826659,4624,NFL Blitz 2001,N64,2000,Sports,Midway Games,0.34,0.07,0,0,0.42
6634f36ef013e2ac1d82665a,4625,Dr. Mario 64,N64,2001,Puzzle,Nintendo,0.34,0.07,0,0,0.42
6634f36ef013e2ac1d82665b,4626,Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,Konami Digital Entertainment,0,0,0.39,0.03,0.42
6634f36ef013e2ac1d82665c,4627,Army Men: Sarge's Heroes 2,N64,2000,Shooter,3DO,0.34,0.07,0,0,0.42
6634f36ef013e2ac1d82665d,4628,James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.32,0.08,0,0.01,0.42
6634f36ef013e2ac1d82665e,4629,Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.19,0.16,0,0.07,0.42
6634f36ef013e2ac1d82665f,4630,Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.09,0.25,0.02,0.06,0.42
6634f36ef013e2ac1d826660,4631,MLB 08: The Show,PS2,2008,Sports,Sony Computer Entertainment,0.35,0.01,0,0.06,0.42
6634f36ef013e2ac1d826661,4632,Disney Infinity 2.0: Marvel Super Heroes,XOne,2014,Action,Disney Interactive Studios,0.24,0.15,0,0.03,0.42
6634f36ef013e2ac1d826662,4633,Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0,0.02,0.42
6634f36ef013e2ac1d826663,4634,Mega Man Anniversary Collection,GC,2004,Platform,Capcom,0.32,0.08,0,0.01,0.42
6634f36ef013e2ac1d826664,4635,Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.03,0,0.03,0.42
6634f36ef013e2ac1d826665,4636,Super Famista 4,SNES,1995,Sports,Namco Bandai Games,0,0,0.42,0,0.42
6634f36ef013e2ac1d826666,4637,The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004,Misc,NaN,0.3,0.11,0,0.01,0.42
6634f36ef013e2ac1d826667,4638,Cabela's Legendary Adventures,PS2,2008,Sports,Activision,0.21,0.16,0,0.05,0.42
6634f36ef013e2ac1d826668,4639,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0,0,0.42,0,0.42
6634f36ef013e2ac1d826669,4640,Harry Potter and the Goblet of Fire,GC,2005,Action,Electronic Arts,0.32,0.08,0,0.01,0.42
6634f36ef013e2ac1d82666a,4641,JumpStart: Escape from Adventure Island,Wii,2009,Adventure,Knowledge Adventure,0.39,0,0,0.03,0.42
6634f36ef013e2ac1d82666b,4642,Thrillville: Off the Rails,PS2,2007,Strategy,LucasArts,0.2,0.16,0,0.05,0.42
6634f36ef013e2ac1d82666c,4643,Style Lab: Makeover,DS,2009,Simulation,Ubisoft,0.35,0.03,0,0.03,0.42
6634f36ef013e2ac1d82666d,4644,Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.03,0,0.03,0.42
6634f36ef013e2ac1d82666e,4645,Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.42
6634f36ef013e2ac1d82666f,4646,Monster Jam: Urban Assault,Wii,2008,Racing,Activision,0.39,0,0,0.03,0.42
6634f36ef013e2ac1d826670,4647,BloodRayne,PS2,2002,Shooter,Universal Interactive,0.2,0.16,0,0.05,0.42
